Date,GLD,QQQ,SPY,TLT
2018-01-03,-0.002636850395774437,0.009716955710457942,0.006325152370087572,0.004781525488692928
2018-01-04,0.00512737855482448,0.0017494975683072234,0.004215005034923225,-0.0001585077841858018
2018-01-05,-0.0010361649479244672,0.010043248873036204,0.006663829251877917,-0.0028555154415749184
2018-01-08,-0.00015961279955856167,0.0038905219388789547,0.001828550897728487,-0.0006367961570373781
2018-01-09,-0.0046284750854691525,6.166921919725787e-05,0.002263543809975843,-0.013372363591509284
2018-01-10,0.002405158456580736,-0.0023374365289865473,-0.0015299319286018465,-0.0012102329266129308
2018-01-11,0.003279242310744168,0.00684410412124925,0.007296097444802863,0.004119495850346766
2018-01-12,0.012117319941670202,0.007349101415151882,0.006519044587699252,0.0016893727485984833
2018-01-16,0.0016540570729914883,-0.00285750733261958,-0.003418274026151802,0.004176279718689502
2018-01-17,-0.008099385028916384,0.010791485310961635,0.009531553346118882,-0.0013597543275327695
2018-01-18,-0.002219746160232239,0.00018061436296346045,-0.0016806559711461944,-0.00928933078237082
2018-01-19,0.004449368789751107,0.0031361742852953345,0.004549526174563612,-0.005254645807994507
2018-01-22,0.0018193589642852004,0.010701042907938163,0.008130996950387992,0.0009750940460635515
2018-01-23,0.004974316982453653,0.008267791828453497,0.002122675572181487,0.004303112978679913
2018-01-24,0.012177899643490031,-0.006489488618104722,-0.00038849240344585034,-0.005416046227463167
2018-01-25,-0.006675468432262743,-0.000355991898696173,0.00042369003639763925,0.008208544152628061
2018-01-26,0.0007814808358339587,0.01532487787618475,0.011577674224333867,-0.0037081337936261116
2018-01-29,-0.005621994291566623,-0.004855535605705397,-0.006629656728721622,-0.0069583358245622895
2018-01-30,-0.004318770545372663,-0.008230580562432754,-0.010257177035318588,-0.005866846733636577
2018-01-31,0.006703457836465088,0.004149251538379417,0.0004968270676617426,0.005901469752175759
2018-02-01,0.003290292152912322,-0.008500439154631168,-0.0011350319990361957,-0.014493247172573498
2018-02-02,-0.013117887393550687,-0.019945009261875812,-0.021770416339182308,-0.009279376681936125
2018-02-05,0.002531843471552664,-0.03942659277907068,-0.0418220796860137,0.009450291890331197
2018-02-06,-0.010496423649786535,0.026498711573739175,0.019702159415361242,-0.006213100695602769
2018-02-07,-0.004705665583148222,-0.0129382084201074,-0.005424750652503252,-0.009503117219606172
2018-02-08,0.0015225774502147793,-0.04219477661674653,-0.03750908428816846,-0.0010943660874054295
2018-02-09,-0.0016803225174144565,0.01726979436474929,0.015021418690742472,-0.006319005839752201
2018-02-12,0.004808897328354433,0.017744948690642248,0.014684527129672498,0.004409307250224481
2018-02-13,0.0056632293923437604,0.005161330245401219,0.0024874631177618234,0.004473684640482922
2018-02-14,0.017052616317100977,0.01872361700819969,0.013496291523922066,-0.011092800585691065
2018-02-15,0.001169844500285011,0.01856434638176996,0.012760111920309791,0.003398986488514666
2018-02-16,-0.003271582663696204,-0.004465679945338863,0.00029296059985495226,0.005420775640228692
2018-02-20,-0.013441710167313103,0.001999782914766879,-0.006261423915015607,-0.004380542065179016
2018-02-21,-0.004594377467322608,-0.0028427040350699206,-0.004973803078769046,-0.012268489955858608
2018-02-22,0.005093103382117992,-0.00012163969130507546,0.0012957977420178235,0.0029980765789017205
2018-02-23,-0.0012668539845070992,0.020449004814447003,0.01593974010881083,0.008882217943648962
2018-02-26,0.0024575674654647717,0.013260549856987991,0.011611894496635689,0.0003385751450453167
2018-02-27,-0.01043890649807222,-0.012382583555696769,-0.012486249739504962,-0.001438682544148917
2018-02-28,-0.0010388975966705294,-0.006417688015802003,-0.010130312287908172,0.0063559551384479995
2018-03-01,-0.0022399902343750444,-0.01632698066421534,-0.014540668398937195,0.006826524031330106
2018-03-02,0.005372018620811936,0.009180641286841817,0.005155194735208646,-0.008129665415473664
2018-03-05,-0.0016747674096407872,0.011085177861218654,0.011557332892372374,-0.00270351123519863
2018-03-06,0.010784458146907872,0.004230392470834898,0.002535206464923334,0.0009320609322867046
2018-03-07,-0.006401624645603676,0.0023134050409530094,-0.00036624285468156437,-0.0011009021315417922
2018-03-08,-0.0023862794212923255,0.0055058520666693145,0.0048389167600928484,0.0057623116615876935
2018-03-09,0.0009568071147663115,0.019427400340618517,0.017402425517867304,-0.006571877335046161
2018-03-12,0.0,0.005313275519693628,-0.0012551888962994973,0.005767280894805049
2018-03-13,0.0019117242474055995,-0.01361441044833045,-0.006462496266644413,0.005059577980313978
2018-03-14,-0.0006360457292980959,-0.00017466896430029522,-0.005131933496221985,0.008809769189314087
2018-03-15,-0.006364323323672649,-0.0008735912683679459,-0.0010893861714562636,0.0
2018-03-16,-0.0024019459414951205,-0.002973427440976062,0.0010844435006074349,-0.0035765065415339636
2018-03-19,0.0021669685053569143,-0.0213360327625568,-0.01353050533559419,-0.003171790826892007
2018-03-20,-0.004484705499084418,0.003291217053164708,0.0017008231856217026,-0.004019242031262138
2018-03-21,0.01745640608927701,-0.004354571032716303,-0.0019191939973020045,0.00109308127375507
2018-03-22,-0.003953194075975608,-0.024682129133304476,-0.0249973689810159,0.009908984752825312
2018-03-23,0.012938539529958382,-0.026351330716405497,-0.021314397007333508,-0.000748060583671939
2018-03-26,0.005250357853935794,0.03715846428747982,0.027359025736680254,-0.0038278100295872086
2018-03-27,-0.0061584106879087885,-0.0323600599369116,-0.017011606688383196,0.010692155127735914
2018-03-28,-0.01380496145836152,-0.011503550096320647,-0.002955259770502483,0.0026446009463123588
2018-03-29,0.0004771936450476133,0.01831477019281924,0.01277805627712203,0.004864054931012607
2018-04-02,0.011686153191860393,-0.02885159533249093,-0.021584853637289347,0.0019733773115166997
2018-04-03,-0.007543604183229413,0.011253091082163325,0.012816913899441618,-0.007713179900503908
2018-04-04,0.0011876001018218396,0.015770141379994884,0.010699306321258817,-0.002067194416678575
2018-04-05,-0.005140323544257752,0.005696835711304082,0.007892026525700757,-0.00745690039968272
2018-04-06,0.004689954877408642,-0.02502326391034604,-0.022286164959837373,0.010935838703116874
2018-04-09,0.0034021703240154633,0.007022748350507202,0.004928592991415792,0.0016516816315415017
2018-04-10,0.0023655815524343815,0.02206302622976475,0.015900201908904954,-0.0018137347124782544
2018-04-11,0.007787899955785216,-0.005769051113307833,-0.005242185428068202,0.003551363441324451
2018-04-12,-0.011630613197024187,0.012041539345416075,0.008227076986125903,-0.0073241709617761774
2018-04-13,0.006555000660688037,-0.005178498291043998,-0.002933135104602247,0.0023209958886014626
2018-04-16,0.0014123209845888773,0.007622522271451215,0.00822194780182861,0.0003305639139787875
2018-04-17,0.0009402393572395251,0.021525119582898267,0.010698763366897568,0.0027290599946960814
2018-04-18,0.0007827669207129961,0.0020471633182586046,0.0007398382761070188,-0.007999047015390781
2018-04-19,-0.001955416527053,-0.009192689467080961,-0.005547533992547038,-0.008145819819919464
2018-04-20,-0.007601890535287481,-0.015826842280015185,-0.008479262494797135,-0.007207411380549145
2018-04-23,-0.007975949843974872,-0.002526148777582282,-0.0001501234167725629,0.0002525210205037709
2018-04-24,0.004855919415812648,-0.021187377719734224,-0.013467157195413804,-0.004557000117932697
2018-04-25,-0.006496075996334616,0.0011990975037163842,0.002471664431348719,-0.006697784914455829
2018-04-26,-0.0035085115107064135,0.021052430875343475,0.010165659510688041,0.00699917562888519
2018-04-27,0.004241008034887361,0.0006175238713155284,0.0009383532164324304,0.00771272502833642
2018-04-30,-0.007251025196090666,-0.007094809091742982,-0.007690465267433555,0.0017666860641420978
2018-05-01,-0.007063145351023148,0.011432788142652583,0.001777300503319701,-0.00360174559079085
2018-05-02,-0.0004849855228984401,-0.00589746071036612,-0.006717665453152333,-0.0010981862831880296
2018-05-03,0.005095004008440096,-0.00012349528649713282,-0.002203610651207999,0.0044813927853015745
2018-05-04,0.002092067418605348,0.01897378453994114,0.012946384753089069,0.0015151907565351674
2018-05-07,0.0002408766587147504,0.008309862989928751,0.0033834464142314946,-0.0015969438498185662
2018-05-08,0.00016052535213439967,-0.0010223807795898265,0.0,-0.0009258165041078348
2018-05-09,-0.0020868008225221057,0.010898534705834795,0.009665551388286842,-0.005982065066188591
2018-05-10,0.0068366320405601755,0.010364693603126085,0.009350894848859426,0.00805250535384272
2018-05-11,-0.0014379318160805399,-0.0009430998331220186,0.0030510707831621353,0.0025226343773778748
2018-05-14,-0.004080017089843735,0.001710993943157435,0.000476425714578399,-0.005284363383092683
2018-05-15,-0.01614583132241265,-0.011074975995055913,-0.006886904455766341,-0.01138312011941911
2018-05-16,-0.0015512935679184991,0.006611956020615262,0.004205101575182502,-0.0038375977636908587
2018-05-17,0.0005724073456552237,-0.0038462955766839224,-0.0008446587211219381,-0.005051573653407693
2018-05-18,0.0004086552101045804,-0.005168300744652465,-0.0025000962603567434,0.008605104130663399
2018-05-21,0.0005718461950008358,0.005613018960201055,0.007518640603849436,0.0005122589792379006
2018-05-22,-0.0005715193738216051,-0.0013063242451181178,-0.0027802274615268407,-0.0015350881328856092
2018-05-23,0.001061982268841355,0.00844347139242374,0.0027510833478172625,0.007259209619707274
2018-05-24,0.00856859323093273,-0.0002953345116355477,-0.0020484373809613876,0.007970036517545909
2018-05-25,-0.003074660285441455,0.0010032762111842342,-0.0023828188285395235,0.006225280712743864
2018-05-29,-0.000162297242228715,-0.004419016255991948,-0.011501348733178096,0.021902239734503226
2018-05-30,0.001461160009810003,0.0071607342880788405,0.01334515754283383,-0.00670802471665688
2018-05-31,-0.00218857312515075,-0.0006463303309606205,-0.006126148621114935,-0.0016467934530258743
2018-06-01,-0.004955325896935703,0.01569925785722126,0.00981778481214457,-0.005283841585814075
2018-06-04,-0.000979631964080463,0.009031145230178339,0.004751323947825625,-0.007232231433957792
2018-06-05,0.003922495029546447,0.003098029271207059,0.0007279183154613733,0.002344228645312585
2018-06-06,0.0005697980927446,0.005834025767668116,0.008360283449440287,-0.008102625617744552
2018-06-07,-0.00048810250152531154,-0.008131552647583251,-0.00010808825943076084,0.009684939317436081
2018-06-08,0.0012209142530825723,5.7191498908037985e-05,0.002956146499140777,-0.003002123980510585
2018-06-11,0.0017884823744616085,0.0026940267449051536,0.0013301534938015003,-0.0018409538511868773
2018-06-12,-0.0033271415316106223,0.005260519682493969,0.0012925900144236113,0.00025135962156142
2018-06-13,0.003012561044629436,-5.719366341794263e-05,-0.0031912117791316197,-0.000502914468124116
2018-06-14,0.0015422908372948463,0.010124223505853625,0.0025179429665589392,0.008300253312995443
2018-06-15,-0.01653429211330959,-0.003491279230947386,-0.0012760258499422417,0.0009146141558278309
2018-06-18,-0.0018954650937899054,-0.0005774938150339137,-0.0020566253235495546,-0.0009137784011666872
2018-06-19,-0.0025596363391253707,-0.002832555558587857,-0.003832517352764353,0.005820076107767136
2018-06-20,-0.004470206141435118,0.007102325337842608,0.0017054666640476945,-0.008762591898724414
2018-06-21,-0.001746208886931222,-0.008688798595893221,-0.006268439410508364,0.005253899821312302
2018-06-22,0.0024156041546103957,-0.002219360097298062,0.0018229646666738653,-8.277240438081535e-05
2018-06-25,-0.0037393797734436296,-0.022530252787536953,-0.013612604396222694,0.0022402932168608114
2018-06-26,-0.0052547940330739396,0.004084644147735572,0.002213800426505319,0.0014070402043253605
2018-06-27,-0.005701830395735019,-0.013599158046939896,-0.00828403245462983,0.009423686160408673
2018-06-28,-0.00303593021413906,0.008601825045205125,0.005717392432421198,0.0002459887569545849
2018-06-29,0.003637288959023266,0.0026872560828805625,0.0014394815576048714,-0.0034389112549292333
2018-07-02,-0.010029518972628937,0.006699948151822399,0.0021382669288729783,-0.0007822615089584373
2018-07-03,0.01013112932642235,-0.011574401644531496,-0.003531344973638717,0.005356671836921123
2018-07-05,0.003371272825408722,0.012412238218714178,0.008158097679342946,0.0028687641608158287
2018-07-06,-0.0015959885471287238,0.015556464258628333,0.008458019080363144,0.003269097259437803
2018-07-09,0.0024398528860691826,0.008997327535526844,0.009004501405950105,-0.0064357916479126365
2018-07-10,-0.001846422307055895,0.0007335166264070825,0.0035987802224979326,-8.233019730363722e-05
2018-07-11,-0.010846724226159843,-0.005075800167204325,-0.007314617407543689,0.0038542966754306907
2018-07-12,0.004165231777556899,0.017231930058438705,0.009065604386698123,-8.14735165721725e-05
2018-07-13,-0.004401901762097649,0.0008353568616419338,0.0007877755494827277,0.0025325314601760684
2018-07-16,-0.0005101399394812356,-0.002393847064826482,-0.0008941025660466062,-0.004155988361703833
2018-07-17,-0.01080394929383155,0.0060832538741451,0.004045355063212019,-0.0018814968700984203
2018-07-18,0.00025798744076199753,-0.001886137906188301,0.0021030432833650803,-0.004017429472909728
2018-07-19,-0.004298856594405098,-0.005001816798208991,-0.003770788545191195,0.006337476430547273
2018-07-20,0.006476124823511453,-0.0002234882370482083,-0.0011432429779097975,-0.01226873257075456
2018-07-23,-0.004804371742649027,0.0031847016630721647,0.0018594802094700214,-0.012338213482426474
2018-07-24,0.0003448354786839136,0.004121255215055575,0.005032055187338402,0.0034374639105212434
2018-07-25,0.005515334234738045,0.013976574004218811,0.008521937946827984,-0.001587595988572832
2018-07-26,-0.0077991400388178755,-0.015151590998730313,-0.0023590014945905624,-0.0019246465546736147
2018-07-27,0.0005183138095208317,-0.01349634024531654,-0.006775987793599447,0.0016768190521059267
2018-07-30,-0.0015540041641225466,-0.014131146637041514,-0.005223724388905837,-0.0034321573609775724
2018-07-31,0.002939873181190933,0.00765243880914257,0.00492943331493656,0.0054594370205323095
2018-08-01,-0.007328204929526905,0.0037967068879496413,-0.0016704925432162732,-0.00814616948510638
2018-08-02,-0.005384772884042377,0.013606657002231515,0.0054476196624104745,0.0014346073340893994
2018-08-03,0.003492853105171001,0.00306395838740281,0.004284597353125141,0.004973517830983543
2018-08-06,-0.0051339744804317355,0.005886210918560675,0.003667556695752028,0.0005874405640007296
2018-08-07,0.0022740706959851753,0.003643537480811032,0.003302132466262764,-0.005197474071475305
2018-08-08,0.002792628802213759,0.0012101034363776186,-0.0004199020284925137,0.0010111561980397088
2018-08-09,-0.0014794690881722028,-0.0006043204279622127,-0.001366190654263355,0.008418433142969528
2018-08-10,-0.0004357279352805721,-0.007641142645313015,-0.00670010087089945,0.0072624991907612735
2018-08-13,-0.01508416880379293,-0.0011080399424473475,-0.003743856024414627,-0.0020716742457085324
2018-08-14,0.0009738014451408095,0.006266595517210316,0.006380628479869976,-0.002242382949291577
2018-08-15,-0.016626844065553037,-0.012234632115993405,-0.00746716652151036,0.005826159311421053
2018-08-16,-0.0008094609704913935,0.003291877080322525,0.008091600009345612,-8.227565775476009e-05
2018-08-17,0.009270916232611892,0.00022241708891845846,0.0035202525854944877,0.0012415872936328842
2018-08-20,0.0049942495470025605,-0.0008896490590661887,0.0021396145985197457,0.0066949785095506975
2018-08-21,0.002928336094692563,0.003673092448994053,0.0023455346098324448,-0.0033665143723422553
2018-08-22,0.002211997942183075,0.0038808672133618938,-0.0005936935945192179,0.003954400662452784
2018-08-23,-0.009446452957847074,-0.0014360318062334176,-0.0013279319125646394,0.00155924394185325
2018-08-24,0.01746886601762876,0.009292216346830529,0.006018615646639747,0.001966385597189868
2018-08-27,0.00376657902932398,0.01019255716848888,0.007895329015600971,-0.005724276466246403
2018-08-28,-0.007941321771505638,0.0014649173248009184,0.0004831620062903941,-0.006003479506157983
2018-08-29,0.004574213948543848,0.011537906593078295,0.005380933471879068,0.001323857423250141
2018-08-30,-0.004903656511020316,-0.001767137181020284,-0.004048748646002354,0.002148138029153701
2018-08-31,-0.0011439392301669793,0.0012872387312348188,3.4789001736035274e-05,-0.0023085114735342804
2018-09-04,-0.005109698001402485,-0.00428565235059275,-0.0017224112332510089,-0.005781356951078176
2018-09-05,0.0034534613352918964,-0.012913763308895265,-0.0026912502729546928,-0.0026663812872843584
2018-09-06,0.0019414156485668688,-0.008939618670676497,-0.003010306057223522,0.003675618379508805
